frame,cpu_ms,gpu_ms,draw_calls,cpu_avg_ms,cpu_p95_ms,cpu_p99_ms,gpu_avg_ms,gpu_p95_ms,gpu_p99_ms,terrain_gpu_ms,ui_gpu_ms,vegetation_gpu_ms,vegetation_shadows_gpu_ms
692,5.754,11.022,1689,4.562,6.069,6.945,9.158,11.110,11.639,1.475,0.079,2.665,6.803
693,5.521,10.842,1689,4.563,6.068,6.944,9.160,11.110,11.638,1.379,0.077,2.661,6.724
694,3.805,9.625,1684,4.562,6.068,6.943,9.161,11.110,11.636,1.350,0.082,2.676,5.517
695,4.873,10.946,1684,4.562,6.067,6.942,9.163,11.109,11.634,2.710,0.073,2.665,5.499
696,5.590,10.877,1690,4.564,6.066,6.941,9.166,11.109,11.633,1.402,0.078,2.687,6.711
697,4.365,9.648,1690,4.564,6.066,6.939,9.167,11.109,11.631,1.339,0.085,2.674,5.551
698,5.073,9.516,1690,4.564,6.065,6.938,9.167,11.109,11.629,1.173,0.116,2.684,5.543
699,6.550,10.144,1670,4.567,6.076,6.937,9.168,11.109,11.628,1.346,0.099,2.442,6.257
700,5.263,8.954,1670,4.568,6.076,6.936,9.168,11.108,11.626,1.378,0.081,2.443,5.052
701,5.158,8.956,1670,4.569,6.075,6.935,9.168,11.108,11.624,1.364,0.077,2.460,5.055
702,6.446,9.993,1670,4.572,6.088,6.935,9.169,11.108,11.624,1.308,0.074,3.536,5.075
703,5.259,8.892,1670,4.573,6.088,6.934,9.169,11.108,11.623,1.289,0.075,2.456,5.072
704,4.008,10.029,1670,4.572,6.087,6.934,9.170,11.108,11.623,1.315,0.077,2.442,6.195
705,3.786,8.876,1672,4.571,6.086,6.933,9.169,11.108,11.622,1.316,0.087,2.434,5.039
706,3.855,8.652,1672,4.570,6.085,6.933,9.169,11.108,11.621,1.089,0.073,2.444,5.046
707,4.397,10.162,1663,4.569,6.085,6.932,9.170,11.108,11.621,1.336,0.077,2.436,6.313
708,4.130,8.874,1663,4.569,6.084,6.932,9.170,11.107,11.620,1.307,0.074,2.438,5.055
709,4.554,10.092,1663,4.569,6.083,6.932,9.171,11.107,11.619,1.300,0.077,2.426,6.289
710,6.064,10.765,1653,4.571,6.083,6.931,9.173,11.107,11.619,1.403,0.081,3.907,5.373
711,4.213,9.429,1653,4.570,6.082,6.931,9.174,11.107,11.618,1.348,0.069,2.648,5.364
712,5.141,10.948,1653,4.571,6.081,6.930,9.176,11.107,11.618,1.419,0.077,2.647,6.805
713,4.646,10.549,1648,4.571,6.080,6.930,9.178,11.107,11.617,1.362,0.079,3.762,5.346
714,4.103,9.441,1648,4.571,6.080,6.929,9.178,11.107,11.616,1.360,0.074,2.643,5.363
715,7.454,10.487,1637,4.575,6.093,7.031,9.180,11.106,11.616,1.313,0.075,2.616,6.482
716,4.095,10.538,1637,4.574,6.092,7.030,9.182,11.106,11.615,1.352,0.089,3.765,5.332
717,3.773,9.383,1636,4.573,6.092,7.029,9.182,11.106,11.614,1.339,0.079,2.614,5.351
718,4.579,10.487,1636,4.573,6.091,7.028,9.184,11.106,11.614,1.362,0.075,2.624,6.425
719,4.085,10.743,1642,4.572,6.090,7.027,9.186,11.106,11.613,1.342,0.094,3.888,5.419
720,4.346,9.626,1642,4.572,6.090,7.026,9.187,11.106,11.613,1.455,0.100,2.641,5.430
721,4.886,10.695,1644,4.572,6.089,7.025,9.189,11.106,11.612,1.431,0.077,2.675,6.513
722,5.865,10.782,1644,4.574,6.088,7.024,9.191,11.105,11.611,1.431,0.090,3.811,5.450
723,5.711,9.551,1644,4.576,6.088,7.023,9.192,11.105,11.611,1.344,0.073,2.680,5.455
724,4.450,10.709,1644,4.576,6.087,7.021,9.194,11.105,11.610,1.372,0.082,2.659,6.597
725,3.591,9.586,1635,4.574,6.086,7.020,9.194,11.105,11.609,1.365,0.092,2.673,5.455
726,4.024,9.387,1635,4.573,6.085,7.019,9.195,11.104,11.609,1.193,0.076,2.695,5.423
727,4.971,11.256,1626,4.574,6.085,7.018,9.198,11.108,11.608,1.416,0.080,2.857,6.903
728,4.633,11.266,1626,4.574,6.084,7.017,9.200,11.111,11.608,1.408,0.085,4.036,5.737
729,4.989,10.124,1619,4.575,6.083,7.016,9.202,11.111,11.607,1.447,0.075,2.851,5.751
730,5.409,11.323,1619,4.576,6.083,7.015,9.205,11.117,11.606,1.407,0.079,2.855,6.983
731,4.787,10.174,1619,4.576,6.082,7.014,9.206,11.117,11.606,1.403,0.076,2.880,5.816
732,5.313,10.144,1619,4.577,6.081,7.012,9.207,11.116,11.605,1.415,0.076,2.869,5.783
733,7.002,11.468,1612,4.580,6.094,7.033,9.210,11.125,11.604,1.417,0.082,2.875,7.094
734,4.413,11.399,1612,4.580,6.094,7.032,9.213,11.136,11.604,1.376,0.077,2.867,7.079
735,4.282,10.241,1603,4.580,6.093,7.032,9.215,11.135,11.603,1.399,0.093,2.850,5.899
736,4.983,10.005,1603,4.580,6.092,7.031,9.216,11.134,11.602,1.194,0.076,2.848,5.887
737,6.231,11.933,1605,4.583,6.102,7.031,9.219,11.150,11.730,1.386,0.080,3.045,7.421
738,4.531,11.976,1605,4.582,6.102,7.030,9.223,11.161,11.879,1.426,0.083,4.219,6.248
739,5.121,10.874,1605,4.583,6.102,7.030,9.225,11.160,11.878,1.487,0.093,3.045,6.250
740,6.621,12.199,1609,4.586,6.102,7.029,9.229,11.172,11.952,1.563,0.079,3.084,7.473
741,9.392,12.087,1602,4.592,6.103,7.053,9.233,11.177,11.971,1.518,0.080,3.059,7.430
742,5.559,12.030,1602,4.594,6.102,7.053,9.237,11.207,12.008,1.522,0.078,4.168,6.262
743,3.823,10.892,1593,4.593,6.102,7.052,9.239,11.205,12.007,1.500,0.073,3.059,6.260
744,5.063,12.232,1593,4.593,6.102,7.052,9.243,11.233,12.063,1.622,0.077,3.053,7.480
745,5.006,11.986,1595,4.594,6.102,7.052,9.247,11.252,12.062,1.460,0.078,3.068,7.380
746,5.124,12.068,1595,4.595,6.102,7.052,9.251,11.261,12.079,1.552,0.080,4.195,6.241
747,6.168,10.892,1684,4.597,6.131,7.052,9.253,11.261,12.078,1.486,0.074,3.068,6.265
748,6.765,10.947,1684,4.600,6.147,7.052,9.255,11.261,12.078,1.551,0.077,3.061,6.259
749,5.666,12.137,1675,4.601,6.147,7.052,9.259,11.265,12.091,1.534,0.078,3.087,7.439
750,5.488,12.152,1675,4.602,6.147,7.052,9.263,11.275,12.100,1.484,0.078,4.299,6.291
751,6.575,10.971,1675,4.605,6.150,7.052,9.265,11.274,12.100,1.480,0.078,3.095,6.318
752,6.865,12.266,1677,4.608,6.156,7.052,9.269,11.297,12.106,1.568,0.077,3.084,7.537
753,5.853,12.061,1677,4.609,6.156,7.052,9.273,11.318,12.106,1.516,0.079,3.079,7.386
754,5.408,12.185,1672,4.611,6.155,7.051,9.277,11.327,12.121,1.504,0.079,4.267,6.334
755,5.271,11.000,1681,4.611,6.154,7.051,9.279,11.327,12.121,1.477,0.084,3.111,6.328
756,6.521,12.451,1681,4.614,6.165,7.051,9.283,11.337,12.144,1.597,0.078,3.110,7.667
757,6.326,12.189,1672,4.616,6.169,7.051,9.287,11.345,12.156,1.615,0.077,3.094,7.403
758,5.303,12.188,1672,4.617,6.169,7.051,9.291,11.352,12.172,1.553,0.078,3.100,7.457
759,5.535,11.012,1665,4.618,6.169,7.051,9.293,11.350,12.172,1.502,0.089,3.090,6.331
760,4.801,10.764,1665,4.619,6.168,7.051,9.295,11.349,12.172,1.272,0.074,3.095,6.322
761,4.602,12.174,1660,4.619,6.168,7.051,9.299,11.378,12.179,1.516,0.077,3.086,7.495
762,4.790,12.252,1660,4.619,6.168,7.051,9.303,11.398,12.186,1.491,0.076,3.086,7.599
763,4.899,11.083,1660,4.619,6.168,7.051,9.305,11.397,12.186,1.552,0.091,3.085,6.355
764,5.245,10.205,1638,4.620,6.168,7.051,9.306,11.396,12.186,1.240,0.074,2.860,6.031
765,4.845,11.575,1638,4.620,6.167,7.050,9.309,11.401,12.186,1.456,0.078,2.869,7.173
766,5.494,12.109,1627,4.621,6.167,7.050,9.313,11.418,12.186,1.440,0.080,4.174,6.414
767,5.363,11.017,1627,4.622,6.167,7.050,9.315,11.417,12.186,1.469,0.074,3.078,6.395
768,5.922,11.038,1627,4.624,6.167,7.050,9.317,11.416,12.186,1.474,0.075,3.062,6.427
769,5.274,11.857,1598,4.625,6.166,7.050,9.321,11.424,12.186,1.309,0.084,2.997,7.467
770,6.755,11.940,1598,4.628,6.170,7.050,9.324,11.433,12.186,1.497,0.077,4.093,6.273
771,5.365,10.108,1587,4.629,6.170,7.050,9.325,11.432,12.186,1.344,0.075,2.767,5.922
772,4.301,11.598,1587,4.628,6.170,7.050,9.328,11.448,12.186,1.478,0.086,2.781,7.253
773,3.688,10.548,1576,4.627,6.169,7.050,9.330,11.447,12.186,1.324,0.090,2.558,6.577
774,4.379,9.161,1576,4.627,6.169,7.050,9.329,11.446,12.186,1.234,0.084,2.575,5.268
775,7.401,10.606,1576,4.630,6.179,7.119,9.331,11.445,12.186,1.334,0.078,2.578,6.617
776,5.807,9.431,1554,4.632,6.178,7.117,9.331,11.444,12.186,1.184,0.078,3.398,4.771
777,3.587,8.339,1554,4.630,6.176,7.114,9.330,11.443,12.185,1.156,0.077,2.340,4.766
778,5.171,9.501,1554,4.631,6.175,7.112,9.330,11.442,12.185,1.192,0.080,2.344,5.885
779,3.717,8.439,1619,4.630,6.174,7.110,9.329,11.441,12.185,1.194,0.080,2.348,4.817
780,3.810,9.676,1619,4.629,6.173,7.107,9.329,11.440,12.185,1.272,0.077,2.358,5.970
781,4.968,9.617,1619,4.629,6.171,7.105,9.330,11.439,12.185,1.208,0.085,3.516,4.808
782,4.633,8.619,1620,4.629,6.171,7.102,9.329,11.439,12.185,1.192,0.077,2.406,4.944
783,4.771,10.002,1620,4.630,6.171,7.100,9.330,11.438,12.185,1.233,0.079,2.427,6.263
784,4.607,8.648,1620,4.629,6.171,7.097,9.329,11.437,12.185,1.212,0.081,2.402,4.954
785,4.164,9.970,1620,4.629,6.171,7.095,9.330,11.436,12.185,1.310,0.079,2.415,6.166
786,5.154,10.456,1613,4.630,6.171,7.093,9.331,11.436,12.185,1.327,0.081,3.721,5.327
787,4.928,9.326,1613,4.630,6.170,7.090,9.331,11.435,12.185,1.282,0.080,2.617,5.345
788,4.173,11.066,1617,4.629,6.170,7.088,9.333,11.434,12.185,1.375,0.077,2.828,6.786
789,3.810,11.092,1617,4.628,6.170,7.085,9.335,11.433,12.185,1.351,0.079,3.982,5.680
790,4.068,9.998,1621,4.628,6.170,7.083,9.336,11.433,12.185,1.399,0.083,2.834,5.682
791,5.007,11.079,1621,4.628,6.170,7.080,9.339,11.432,12.185,1.338,0.076,2.825,6.840
792,4.840,11.204,1621,4.628,6.170,7.078,9.341,11.431,12.185,1.393,0.110,4.024,5.677
793,5.265,10.027,1625,4.629,6.169,7.076,9.342,11.430,12.185,1.398,0.095,2.836,5.698
794,5.871,10.054,1625,4.631,6.169,7.073,9.343,11.430,12.185,1.462,0.075,2.830,5.687
795,5.442,11.420,1625,4.632,6.169,7.071,9.345,11.429,12.185,1.415,0.081,2.843,7.081
796,7.657,10.028,1625,4.636,6.178,7.304,9.346,11.428,12.185,1.397,0.089,2.852,5.689
797,4.165,10.439,1616,4.635,6.176,7.303,9.347,11.428,12.185,2.452,0.075,2.639,5.274
798,4.112,10.571,1616,4.634,6.175,7.302,9.349,11.427,12.185,1.356,0.075,2.621,6.519
799,3.592,9.403,1600,4.633,6.174,7.301,9.349,11.426,12.185,1.395,0.073,2.630,5.306
800,4.487,10.643,1600,4.633,6.173,7.300,9.351,11.425,12.185,1.436,0.075,2.612,6.520
801,5.554,10.630,1599,4.634,6.171,7.299,9.352,11.425,12.185,1.380,0.078,2.621,6.550
802,4.103,9.384,1599,4.633,6.171,7.296,9.352,11.425,12.185,1.376,0.076,2.617,5.315
803,4.568,10.651,1599,4.633,6.171,7.294,9.354,11.424,12.185,1.455,0.076,2.624,6.496
804,6.183,11.028,1599,4.635,6.181,7.292,9.356,11.424,12.185,1.425,0.076,2.634,6.892
805,5.378,9.432,1599,4.636,6.181,7.289,9.356,11.424,12.184,1.404,0.084,2.627,5.316
806,5.275,9.568,1599,4.637,6.180,7.287,9.356,11.424,12.184,1.511,0.080,2.644,5.333
807,6.177,9.464,1601,4.639,6.181,7.284,9.357,11.424,12.184,1.458,0.073,2.623,5.310
808,5.621,9.435,1601,4.640,6.181,7.282,9.357,11.424,12.184,1.400,0.076,2.620,5.339
809,4.203,10.665,1601,4.639,6.181,7.279,9.358,11.424,12.184,1.450,0.076,2.615,6.525
810,4.525,10.658,1601,4.639,6.180,7.277,9.360,11.424,12.184,1.413,0.077,3.860,5.309
811,4.945,9.406,1601,4.640,6.180,7.275,9.360,11.424,12.184,1.393,0.075,2.623,5.315
812,4.291,10.619,1601,4.639,6.180,7.272,9.361,11.424,12.184,1.409,0.090,2.633,6.488
813,4.686,10.812,1601,4.639,6.180,7.270,9.363,11.424,12.184,1.430,0.085,3.965,5.331
814,4.663,9.517,1601,4.639,6.179,7.267,9.363,11.424,12.183,1.471,0.077,2.630,5.338
815,6.671,11.312,1603,4.642,6.187,7.265,9.366,11.424,12.183,1.437,0.076,2.822,6.977
816,5.454,11.315,1603,4.643,6.187,7.262,9.368,11.424,12.183,1.448,0.087,2.824,6.956
817,3.602,10.046,1603,4.642,6.186,7.260,9.369,11.424,12.183,1.443,0.078,2.812,5.713
818,4.294,11.365,1603,4.641,6.185,7.258,9.371,11.424,12.183,1.508,0.077,2.816,6.965
819,4.281,11.213,1603,4.641,6.185,7.255,9.374,11.424,12.183,1.479,0.078,2.809,6.846
820,4.561,10.094,1694,4.641,6.184,7.253,9.375,11.424,12.183,1.445,0.093,2.828,5.728
821,5.078,10.035,1694,4.641,6.183,7.250,9.375,11.424,12.183,1.414,0.078,2.815,5.727
822,6.184,11.136,1694,4.643,6.184,7.248,9.378,11.424,12.183,1.433,0.077,2.814,6.813
823,5.808,11.319,1694,4.644,6.184,7.245,9.380,11.423,12.183,1.407,0.083,4.056,5.774
824,5.251,10.064,1694,4.645,6.184,7.243,9.381,11.423,12.182,1.370,0.079,2.853,5.762
825,5.151,11.241,1694,4.646,6.184,7.241,9.383,11.423,12.182,1.375,0.078,2.847,6.940
826,4.630,11.221,1694,4.646,6.184,7.238,9.385,11.423,12.182,1.360,0.093,3.993,5.774
827,5.417,10.138,1694,4.647,6.184,7.236,9.386,11.423,12.182,1.454,0.077,2.846,5.762
828,5.593,11.387,1698,4.648,6.184,7.233,9.389,11.422,12.182,1.429,0.076,2.889,6.992
829,5.050,12.002,1698,4.648,6.184,7.231,9.392,11.424,12.182,1.398,0.079,2.894,7.631
830,5.014,9.325,1656,4.649,6.184,7.228,9.392,11.424,12.182,1.337,0.076,2.625,5.287
831,5.403,10.632,1656,4.650,6.184,7.226,9.393,11.424,12.182,1.356,0.083,2.624,6.570
832,6.813,10.658,1656,4.652,6.190,7.224,9.395,11.424,12.182,1.405,0.083,2.623,6.547
833,4.229,9.308,1649,4.652,6.189,7.221,9.395,11.424,12.181,1.341,0.075,2.626,5.266
834,6.199,10.572,1649,4.654,6.198,7.219,9.396,11.424,12.181,1.412,0.075,2.618,6.467
835,6.227,10.507,1649,4.655,6.207,7.216,9.397,11.424,12.181,1.392,0.075,2.634,6.406
836,3.729,9.326,1649,4.654,6.206,7.214,9.397,11.424,12.181,1.339,0.076,2.639,5.271
837,4.106,10.531,1649,4.654,6.205,7.211,9.399,11.424,12.181,1.384,0.077,2.624,6.446
838,3.853,10.465,1653,4.653,6.203,7.209,9.400,11.424,12.181,1.271,0.078,3.815,5.302
839,4.443,9.278,1653,4.653,6.202,7.207,9.400,11.424,12.181,1.266,0.075,2.637,5.299
840,5.074,10.496,1653,4.653,6.200,7.204,9.401,11.424,12.181,1.238,0.076,2.638,6.543
841,5.054,10.585,1659,4.653,6.199,7.202,9.402,11.424,12.181,1.344,0.083,3.828,5.330
842,4.587,9.308,1659,4.653,6.199,7.199,9.402,11.424,12.181,1.278,0.077,2.647,5.306
843,4.727,9.326,1659,4.654,6.199,7.197,9.402,11.423,12.180,1.275,0.076,2.649,5.326
844,4.702,11.232,1663,4.654,6.199,7.194,9.404,11.423,12.180,1.424,0.086,3.997,5.725
845,5.252,10.139,1663,4.654,6.199,7.192,9.405,11.423,12.180,1.439,0.075,2.875,5.749
846,4.959,11.366,1663,4.655,6.199,7.190,9.408,11.423,12.180,1.477,0.077,2.874,6.938
847,4.763,11.247,1663,4.655,6.198,7.187,9.410,11.423,12.180,1.404,0.077,4.039,5.727
848,4.658,10.127,1663,4.655,6.198,7.185,9.411,11.422,12.180,1.443,0.074,2.882,5.728
849,5.478,11.281,1663,4.656,6.198,7.182,9.413,11.422,12.180,1.440,0.077,2.861,6.904
850,5.122,11.852,1663,4.656,6.198,7.180,9.416,11.424,12.180,1.397,0.093,2.868,7.494
851,5.091,10.198,1663,4.657,6.198,7.178,9.417,11.424,12.180,1.486,0.106,2.866,5.740
852,5.051,8.238,1612,4.657,6.198,7.175,9.415,11.424,12.179,1.100,0.077,2.361,4.700
853,6.683,9.699,1612,4.660,6.210,7.173,9.415,11.424,12.179,1.211,0.102,2.387,5.999
854,6.085,8.371,1612,4.661,6.209,7.170,9.414,11.424,12.179,1.215,0.079,2.370,4.706
855,3.849,9.524,1585,4.660,6.207,7.168,9.414,11.424,12.179,1.222,0.076,2.375,5.850
856,3.596,8.320,1585,4.659,6.206,7.165,9.413,11.424,12.179,1.214,0.076,2.354,4.675
857,3.549,10.381,1591,4.658,6.205,7.163,9.414,11.424,12.179,1.389,0.079,2.603,6.309
858,4.215,10.283,1591,4.657,6.203,7.161,9.415,11.424,12.179,1.378,0.077,2.589,6.238
859,3.831,9.052,1591,4.656,6.202,7.158,9.415,11.424,12.179,1.338,0.076,2.586,5.052
860,4.061,10.282,1591,4.656,6.200,7.156,9.416,11.424,12.179,1.378,0.076,2.585,6.243
861,4.585,10.319,1593,4.656,6.199,7.153,9.417,11.424,12.179,1.447,0.079,3.705,5.088
862,4.429,9.105,1593,4.655,6.199,7.151,9.417,11.424,12.178,1.336,0.080,2.610,5.078
863,4.637,8.408,1584,4.655,6.199,7.148,9.415,11.423,12.178,1.312,0.076,2.368,4.652
864,4.833,8.442,1584,4.655,6.199,7.146,9.414,11.423,12.178,1.329,0.076,2.376,4.661
865,5.367,9.714,1584,4.656,6.199,7.144,9.415,11.423,12.178,1.375,0.076,2.374,5.889
866,4.756,9.631,1550,4.656,6.199,7.141,9.415,11.423,12.178,1.296,0.083,3.624,4.628
867,4.159,8.344,1550,4.656,6.198,7.139,9.414,11.423,12.178,1.275,0.078,2.356,4.636
868,4.435,9.458,1550,4.656,6.198,7.136,9.414,11.422,12.178,1.285,0.078,2.365,5.730
869,3.923,9.014,1550,4.655,6.198,7.134,9.413,11.422,12.178,1.346,0.077,2.576,5.015
870,3.696,10.305,1550,4.654,6.198,7.131,9.414,11.422,12.178,1.387,0.078,2.570,6.271
871,4.582,10.810,1550,4.654,6.198,7.129,9.416,11.422,12.177,1.313,0.119,2.583,6.796
872,3.661,9.688,1550,4.652,6.198,7.127,9.416,11.422,12.177,1.457,0.094,2.771,5.365
873,4.564,11.006,1550,4.652,6.198,7.124,9.418,11.421,12.177,1.448,0.077,2.774,6.706
874,6.327,10.670,1550,4.654,6.209,7.122,9.419,11.421,12.177,1.371,0.079,2.766,6.454
875,6.019,9.651,1552,4.656,6.207,7.119,9.420,11.421,12.177,1.366,0.078,2.810,5.398
876,5.633,10.878,1552,4.657,6.206,7.117,9.421,11.421,12.177,1.418,0.085,2.794,6.580
877,4.100,10.864,1552,4.656,6.205,7.114,9.423,11.421,12.177,1.354,0.092,2.806,6.612
878,3.700,9.660,1558,4.655,6.203,7.112,9.423,11.420,12.177,1.353,0.081,2.807,5.419
879,4.258,10.880,1558,4.655,6.202,7.110,9.425,11.420,12.177,1.360,0.079,2.816,6.625
880,6.006,10.891,1562,4.656,6.200,7.107,9.427,11.420,12.177,1.444,0.078,2.826,6.543
881,4.674,9.828,1562,4.656,6.199,7.105,9.427,11.420,12.176,1.436,0.089,2.825,5.478
882,5.225,11.042,1562,4.657,6.199,7.102,9.429,11.419,12.176,2.718,0.078,2.821,5.425
883,6.187,11.038,1562,4.659,6.199,7.100,9.431,11.418,12.176,1.531,0.080,2.824,6.603
884,4.745,11.026,1562,4.659,6.199,7.097,9.432,11.417,12.176,1.442,0.090,4.042,5.451
885,5.489,9.824,1562,4.660,6.199,7.095,9.433,11.416,12.176,1.473,0.079,2.824,5.449
886,6.439,11.052,1566,4.662,6.220,7.093,9.435,11.415,12.176,1.462,0.081,2.845,6.664
887,5.604,11.146,1566,4.663,6.218,7.090,9.437,11.414,12.176,1.443,0.084,4.105,5.515
888,5.173,9.945,1566,4.663,6.217,7.088,9.437,11.414,12.176,1.452,0.085,2.871,5.537
889,5.469,11.105,1566,4.664,6.216,7.085,9.439,11.413,12.176,1.443,0.079,2.858,6.725
890,4.902,10.036,1566,4.665,6.214,7.083,9.440,11.412,12.175,1.514,0.080,2.860,5.582
891,4.787,9.981,1546,4.665,6.213,7.080,9.440,11.411,12.175,1.548,0.087,2.843,5.503
892,5.515,11.195,1546,4.666,6.212,7.078,9.442,11.410,12.175,1.505,0.100,2.839,6.751
893,4.582,10.987,1535,4.666,6.210,7.076,9.444,11.409,12.175,1.481,0.076,3.928,5.502
894,7.288,9.872,1535,4.668,6.228,7.288,9.445,11.408,12.175,1.480,0.076,2.826,5.491
895,6.220,11.135,1541,4.670,6.228,7.288,9.446,11.407,12.175,1.517,0.077,2.832,6.709
896,3.558,11.076,1541,4.669,6.228,7.288,9.448,11.406,12.175,1.468,0.078,2.828,6.702
897,3.618,9.222,1612,4.668,6.228,7.288,9.448,11.405,12.175,1.442,0.077,2.616,5.087
898,5.140,10.442,1612,4.668,6.227,7.288,9.449,11.405,12.175,1.461,0.077,2.608,6.295
899,5.155,10.516,1614,4.669,6.227,7.288,9.450,11.404,12.175,1.508,0.080,3.812,5.116
900,4.546,9.232,1614,4.669,6.227,7.288,9.450,11.403,12.174,1.413,0.089,2.614,5.116
901,5.003,10.437,1614,4.669,6.227,7.288,9.451,11.402,12.174,1.513,0.080,2.633,6.211
902,4.909,10.462,1609,4.669,6.226,7.285,9.452,11.402,12.174,1.441,0.087,3.837,5.097
903,5.154,9.216,1609,4.670,6.226,7.283,9.452,11.402,12.174,1.410,0.077,2.632,5.097
904,4.104,9.259,1611,4.669,6.226,7.281,9.452,11.402,12.174,1.430,0.081,2.638,5.111
905,4.972,10.393,1611,4.670,6.225,7.278,9.453,11.401,12.174,1.404,0.086,3.791,5.111
906,3.682,9.304,1611,4.668,6.225,7.276,9.453,11.401,12.174,1.436,0.081,2.634,5.153
907,4.817,10.369,1687,4.669,6.225,7.274,9.454,11.401,12.174,1.450,0.077,2.634,6.209
908,4.257,9.217,1687,4.668,6.224,7.271,9.453,11.401,12.173,1.414,0.078,2.624,5.101
909,4.694,10.512,1687,4.668,6.224,7.269,9.455,11.401,12.173,1.463,0.116,2.635,6.299
910,5.457,11.184,1678,4.669,6.224,7.267,9.456,11.401,12.173,1.537,0.100,2.821,6.726
911,4.557,10.026,1678,4.669,6.223,7.264,9.457,11.401,12.173,1.613,0.098,2.839,5.476
912,4.952,11.204,1678,4.669,6.223,7.262,9.459,11.400,12.173,2.810,0.086,2.817,5.490
913,7.586,11.034,1678,4.672,6.229,7.297,9.461,11.400,12.173,1.453,0.079,2.827,6.675
914,6.137,11.021,1678,4.674,6.228,7.297,9.462,11.400,12.173,1.489,0.089,3.971,5.472
915,4.072,9.854,1678,4.673,6.228,7.297,9.463,11.400,12.173,1.484,0.076,2.827,5.467
916,4.757,10.977,1678,4.674,6.228,7.297,9.465,11.400,12.173,1.479,0.082,2.837,6.580
917,3.799,10.916,1678,4.673,6.228,7.297,9.466,11.400,12.172,1.472,0.085,3.888,5.471
918,3.820,9.867,1669,4.672,6.227,7.297,9.467,11.400,12.172,1.480,0.077,2.821,5.489
919,4.676,10.959,1669,4.672,6.227,7.297,9.468,11.400,12.172,1.440,0.080,2.833,6.606
920,4.591,11.061,1669,4.672,6.227,7.297,9.470,11.399,12.172,1.479,0.086,4.005,5.492
921,4.996,9.826,1669,4.672,6.227,7.297,9.470,11.399,12.172,1.373,0.075,2.843,5.534
922,5.601,10.944,1669,4.673,6.226,7.296,9.472,11.399,12.172,1.381,0.078,2.837,6.648
923,4.839,11.151,1671,4.673,6.226,7.296,9.474,11.398,12.172,1.397,0.084,4.089,5.580
924,5.068,9.922,1671,4.674,6.226,7.296,9.474,11.397,12.172,1.393,0.080,2.876,5.573
925,5.702,11.148,1671,4.675,6.225,7.296,9.476,11.397,12.171,1.379,0.080,2.859,6.831
926,4.790,11.066,1662,4.675,6.225,7.296,9.478,11.396,12.171,1.375,0.081,4.055,5.556
927,4.642,9.847,1662,4.675,6.225,7.296,9.478,11.396,12.171,1.367,0.079,2.844,5.557
928,5.989,11.141,1662,4.676,6.224,7.296,9.480,11.395,12.171,1.419,0.075,2.842,6.805
929,5.427,10.438,1651,4.677,6.224,7.296,9.481,11.394,12.171,1.348,0.091,2.656,6.344
930,4.965,9.362,1651,4.677,6.224,7.296,9.481,11.394,12.171,1.460,0.092,2.643,5.167
931,5.197,10.402,1653,4.678,6.223,7.295,9.482,11.393,12.171,1.377,0.075,2.647,6.302
932,7.589,10.366,1653,4.681,6.229,7.370,9.483,11.392,12.171,1.341,0.082,3.764,5.179
933,5.494,9.284,1653,4.682,6.229,7.368,9.483,11.392,12.171,1.397,0.074,2.637,5.177
934,4.204,9.619,1639,4.681,6.228,7.367,9.483,11.391,12.170,1.210,0.077,2.455,5.877
935,3.664,8.556,1639,4.680,6.228,7.366,9.482,11.391,12.170,1.226,0.103,2.451,4.776
936,4.104,9.767,1639,4.680,6.228,7.365,9.482,11.390,12.170,1.233,0.076,2.463,5.995
937,4.473,9.906,1634,4.679,6.228,7.364,9.482,11.389,12.170,1.247,0.080,3.875,4.704
938,4.384,8.539,1634,4.679,6.227,7.363,9.481,11.389,12.170,1.291,0.081,2.462,4.705
939,4.700,8.450,1634,4.679,6.227,7.362,9.480,11.388,12.170,1.200,0.076,2.464,4.710
940,5.392,8.602,1638,4.680,6.227,7.361,9.479,11.387,12.170,1.347,0.079,2.452,4.724
941,5.069,9.857,1629,4.680,6.227,7.360,9.480,11.387,12.170,2.601,0.080,2.473,4.703
942,4.404,8.581,1629,4.680,6.226,7.359,9.479,11.386,12.170,1.337,0.076,2.456,4.712
943,4.250,8.532,1633,4.680,6.226,7.358,9.478,11.386,12.169,1.284,0.077,2.468,4.703
944,5.088,9.759,1633,4.680,6.226,7.357,9.478,11.386,12.169,1.308,0.075,2.474,5.901
945,3.923,9.743,1633,4.679,6.225,7.356,9.478,11.385,12.169,1.301,0.095,3.624,4.722
946,3.926,8.602,1633,4.678,6.225,7.355,9.478,11.385,12.169,1.332,0.086,2.458,4.726
947,4.336,9.668,1615,4.678,6.225,7.354,9.478,11.384,12.169,1.266,0.079,2.425,5.899
948,4.504,8.500,1615,4.678,6.224,7.353,9.477,11.384,12.169,1.306,0.077,2.431,4.687
949,3.857,10.077,1619,4.677,6.224,7.352,9.477,11.383,12.169,1.368,0.083,2.439,6.187
950,4.508,9.875,1619,4.677,6.224,7.351,9.478,11.383,12.169,1.344,0.089,3.760,4.682
951,4.011,8.505,1619,4.676,6.223,7.350,9.477,11.383,12.168,1.313,0.076,2.440,4.676
952,6.458,9.717,1619,4.678,6.229,7.349,9.477,11.382,12.168,1.352,0.075,2.435,5.854
