frame,cpu_ms,gpu_ms,draw_calls,cpu_avg_ms,cpu_p95_ms,cpu_p99_ms,gpu_avg_ms,gpu_p95_ms,gpu_p99_ms,terrain_gpu_ms,ui_gpu_ms,vegetation_gpu_ms,vegetation_shadows_gpu_ms
1930,5.910,12.193,1499,5.317,7.876,8.645,10.687,14.072,14.764,1.600,0.072,4.363,6.159
1931,6.560,10.972,1499,5.318,7.876,8.645,10.687,14.072,14.764,1.620,0.083,3.116,6.153
1932,6.784,12.455,1499,5.319,7.875,8.645,10.688,14.072,14.764,1.732,0.073,3.123,7.526
1933,6.240,11.610,1488,5.319,7.875,8.645,10.689,14.071,14.764,1.630,0.067,2.921,6.992
1934,6.144,11.460,1488,5.319,7.875,8.645,10.689,14.071,14.764,1.507,0.073,4.124,5.757
1935,7.200,11.154,1488,5.320,7.875,8.644,10.689,14.071,14.764,1.623,0.073,3.282,6.177
1936,5.257,12.421,1488,5.320,7.875,8.644,10.690,14.071,14.764,1.656,0.062,3.296,7.406
1937,4.377,12.446,1488,5.320,7.874,8.644,10.691,14.070,14.764,1.595,0.065,3.286,7.499
1938,4.771,12.629,1488,5.320,7.874,8.644,10.692,14.070,14.764,1.707,0.068,4.508,6.345
1939,5.317,11.293,1488,5.320,7.874,8.644,10.692,14.070,14.764,1.608,0.068,3.303,6.314
1940,6.232,12.582,1479,5.320,7.874,8.644,10.693,14.070,14.764,2.941,0.067,3.274,6.299
1941,5.756,12.356,1479,5.320,7.874,8.643,10.694,14.069,14.764,1.555,0.073,3.273,7.456
1942,5.223,12.772,1479,5.320,7.873,8.643,10.695,14.069,14.764,1.711,0.063,3.765,7.234
1943,6.596,15.703,1479,5.321,7.873,8.643,10.698,14.074,14.771,1.719,0.095,6.699,7.190
1944,6.621,12.669,1481,5.322,7.873,8.643,10.699,14.074,14.771,1.680,0.065,3.725,7.199
1945,4.214,12.606,1481,5.321,7.873,8.643,10.700,14.073,14.771,1.641,0.062,3.701,7.203
1946,5.924,14.001,1481,5.321,7.873,8.642,10.701,14.073,14.771,2.957,0.062,3.762,7.219
1947,9.361,14.142,1483,5.323,7.876,8.658,10.703,14.078,14.771,1.742,0.063,3.714,8.622
1948,6.063,13.869,1483,5.324,7.876,8.658,10.705,14.077,14.771,1.674,0.062,3.696,8.437
1949,4.686,13.928,1485,5.323,7.876,8.658,10.706,14.077,14.770,1.599,0.082,3.681,8.567
1950,4.444,14.264,1485,5.323,7.876,8.658,10.708,14.082,14.770,1.777,0.067,3.713,8.706
1951,7.650,12.118,1590,5.324,7.876,8.658,10.709,14.082,14.770,1.731,0.064,3.494,6.829
1952,12.385,14.591,1590,5.328,7.890,8.670,10.711,14.085,14.770,1.697,0.075,4.620,8.200
1953,7.483,11.941,1589,5.329,7.888,8.670,10.712,14.085,14.770,1.653,0.064,3.445,6.778
1954,4.364,13.357,1589,5.328,7.887,8.670,10.713,14.085,14.770,1.743,0.072,3.467,8.075
1955,4.689,13.237,1584,5.328,7.886,8.670,10.714,14.085,14.770,1.637,0.066,3.446,8.088
1956,6.477,13.305,1584,5.329,7.884,8.670,10.716,14.085,14.770,1.630,0.064,3.462,8.149
1957,6.769,13.072,1568,5.329,7.883,8.670,10.717,14.085,14.770,1.654,0.071,4.642,6.706
1958,7.262,11.844,1568,5.330,7.882,8.670,10.717,14.085,14.770,1.659,0.070,3.406,6.710
1959,7.882,13.205,1563,5.332,7.884,8.670,10.719,14.085,14.769,2.917,0.063,3.400,6.824
1960,5.508,13.039,1563,5.332,7.883,8.670,10.720,14.085,14.769,1.556,0.063,3.398,8.022
1961,6.690,12.309,1543,5.332,7.882,8.669,10.721,14.085,14.769,1.432,0.065,3.170,7.642
1962,6.629,12.253,1543,5.333,7.881,8.669,10.721,14.084,14.769,1.468,0.074,4.332,6.379
1963,8.328,11.046,1543,5.335,7.902,8.669,10.722,14.084,14.769,1.427,0.065,3.176,6.379
1964,7.955,12.370,1527,5.336,7.907,8.669,10.722,14.084,14.769,1.451,0.069,3.143,7.707
1965,5.972,12.473,1527,5.336,7.907,8.669,10.723,14.083,14.769,1.543,0.069,3.164,7.697
1966,5.868,11.985,1516,5.337,7.907,8.669,10.724,14.083,14.769,1.383,0.068,4.307,6.227
1967,8.140,10.787,1516,5.338,7.912,8.669,10.724,14.083,14.769,1.387,0.066,3.101,6.233
1968,6.500,11.330,1505,5.339,7.912,8.669,10.724,14.083,14.769,2.664,0.065,2.864,5.736
1969,4.002,11.252,1505,5.338,7.912,8.669,10.725,14.082,14.768,1.320,0.067,2.872,6.992
1970,4.471,11.147,1505,5.337,7.911,8.668,10.725,14.082,14.768,1.322,0.078,4.047,5.700
1971,4.693,9.832,1505,5.337,7.911,8.668,10.724,14.082,14.768,1.316,0.066,2.847,5.603
1972,6.732,10.964,1505,5.338,7.911,8.668,10.724,14.082,14.768,1.292,0.066,2.836,6.770
1973,5.130,10.985,1505,5.338,7.910,8.668,10.725,14.081,14.768,1.296,0.076,4.014,5.598
1974,5.021,9.738,1505,5.338,7.910,8.668,10.724,14.081,14.768,1.290,0.066,2.806,5.576
1975,6.022,11.048,1505,5.338,7.910,8.668,10.724,14.081,14.768,1.352,0.066,2.813,6.818
1976,5.310,10.738,1496,5.338,7.909,8.668,10.724,14.080,14.768,1.262,0.075,3.920,5.480
1977,5.358,9.543,1496,5.338,7.909,8.668,10.724,14.080,14.768,1.262,0.063,2.750,5.467
1978,6.146,12.175,1498,5.338,7.909,8.668,10.724,14.080,14.767,1.340,0.067,3.138,7.629
1979,5.800,12.195,1498,5.339,7.908,8.667,10.725,14.080,14.767,1.341,0.067,3.147,7.640
1980,5.224,10.935,1498,5.339,7.908,8.667,10.725,14.079,14.767,1.341,0.076,3.137,6.381
1981,5.479,11.850,1502,5.339,7.908,8.667,10.726,14.079,14.767,1.340,0.066,3.440,7.005
1982,6.039,13.204,1502,5.339,7.908,8.667,10.727,14.079,14.767,1.437,0.076,3.416,8.275
1983,5.096,13.358,1502,5.339,7.907,8.667,10.728,14.079,14.767,1.555,0.075,3.436,8.293
1984,5.855,13.613,1493,5.339,7.907,8.667,10.730,14.078,14.767,1.646,0.067,3.515,8.384
1985,8.078,12.253,1493,5.340,7.913,8.667,10.731,14.078,14.767,1.644,0.066,3.528,7.016
1986,6.026,14.048,1495,5.341,7.913,8.667,10.732,14.078,14.767,1.671,1.916,3.442,7.019
1987,3.945,12.086,1495,5.340,7.912,8.667,10.733,14.078,14.767,1.553,0.071,3.456,7.007
1988,3.928,14.579,1497,5.339,7.912,8.666,10.735,14.083,14.766,1.763,0.066,3.783,8.967
1989,5.427,14.505,1497,5.339,7.912,8.666,10.737,14.085,14.766,1.745,0.064,3.796,8.900
1990,6.061,14.398,1497,5.340,7.911,8.666,10.739,14.090,14.766,1.677,0.067,3.752,8.903
1991,6.749,14.502,1497,5.340,7.911,8.666,10.741,14.095,14.766,1.816,0.068,3.764,8.854
1992,7.785,12.942,1501,5.342,7.911,8.666,10.742,14.095,14.766,1.642,0.065,3.720,7.514
1993,8.234,13.017,1501,5.343,7.917,8.666,10.743,14.095,14.766,1.679,0.064,3.749,7.525
1994,8.586,13.858,1494,5.345,7.925,8.666,10.744,14.094,14.766,1.872,0.077,4.803,7.107
1995,7.896,12.585,1494,5.346,7.924,8.666,10.745,14.094,14.766,1.867,0.065,3.535,7.118
1996,6.601,13.908,1496,5.347,7.924,8.666,10.747,14.094,14.766,3.172,0.066,3.509,7.161
1997,7.270,13.824,1496,5.348,7.923,8.665,10.748,14.094,14.765,1.818,0.069,3.533,8.404
1998,6.827,14.149,1498,5.348,7.922,8.665,10.750,14.096,14.765,1.873,0.069,3.583,8.625
1999,7.423,14.033,1498,5.349,7.922,8.665,10.752,14.096,14.765,1.818,0.066,3.598,8.551
2000,9.578,13.966,1480,5.352,7.933,8.677,10.753,14.096,14.765,1.748,0.072,3.534,8.612
2001,6.449,13.922,1480,5.352,7.933,8.676,10.755,14.096,14.765,1.746,0.074,4.792,7.310
2002,4.261,12.510,1473,5.352,7.932,8.676,10.756,14.096,14.765,1.663,0.073,3.488,7.286
2003,5.163,12.461,1473,5.351,7.932,8.676,10.757,14.096,14.765,1.609,0.066,3.500,7.286
2004,4.541,13.767,1468,5.351,7.931,8.676,10.758,14.096,14.765,1.710,0.063,3.468,8.525
2005,5.810,13.740,1468,5.351,7.930,8.676,10.760,14.096,14.765,1.708,0.068,3.479,8.485
2006,6.274,13.713,1468,5.352,7.930,8.676,10.761,14.095,14.765,1.726,0.067,3.467,8.453
2007,6.937,14.043,1572,5.353,7.929,8.676,10.763,14.095,14.765,1.662,0.067,3.481,8.833
2008,8.035,13.661,1572,5.354,7.936,8.675,10.764,14.095,14.765,1.697,0.073,4.698,7.193
2009,7.937,12.344,1563,5.355,7.937,8.675,10.765,14.095,14.765,1.650,0.070,3.444,7.180
2010,8.191,12.143,1563,5.357,7.943,8.675,10.766,14.095,14.765,1.496,0.065,3.444,7.138
2011,7.022,12.802,1543,5.357,7.943,8.675,10.767,14.095,14.765,1.518,0.064,3.201,8.020
2012,6.489,12.709,1543,5.358,7.942,8.675,10.768,14.095,14.765,1.486,0.080,3.238,7.905
2013,6.516,11.466,1521,5.359,7.942,8.675,10.768,14.095,14.765,1.353,0.101,4.140,5.871
2014,8.370,10.093,1521,5.360,7.950,8.675,10.768,14.094,14.765,1.407,0.064,2.769,5.853
2015,7.457,11.785,1521,5.361,7.950,8.675,10.768,14.094,14.765,1.364,0.066,2.942,7.414
2016,7.156,11.764,1521,5.362,7.949,8.675,10.769,14.094,14.764,1.317,0.064,2.956,7.427
2017,4.250,13.088,1512,5.361,7.949,8.674,10.770,14.094,14.764,1.437,0.075,4.590,6.985
2018,5.224,11.808,1512,5.361,7.949,8.674,10.770,14.094,14.764,1.400,0.065,3.366,6.977
2019,4.356,13.165,1512,5.361,7.948,8.674,10.771,14.094,14.764,1.500,0.065,3.347,8.254
2020,4.722,12.963,1512,5.361,7.948,8.674,10.773,14.094,14.764,1.378,0.068,3.354,8.163
2021,5.482,12.876,1512,5.361,7.948,8.674,10.774,14.094,14.764,1.396,0.066,3.328,8.086
2022,6.546,13.108,1554,5.361,7.947,8.674,10.775,14.093,14.764,1.409,0.080,4.693,6.926
2023,7.174,11.746,1554,5.362,7.947,8.674,10.775,14.093,14.764,1.410,0.067,3.314,6.954
2024,7.784,13.949,1558,5.363,7.946,8.674,10.777,14.092,14.764,1.506,0.092,5.370,6.980
2025,6.783,11.692,1558,5.364,7.946,8.674,10.777,14.092,14.764,1.354,0.066,3.281,6.991
2026,5.691,11.704,1558,5.364,7.945,8.673,10.778,14.091,14.764,1.368,0.064,3.292,6.980
2027,5.307,13.081,1549,5.364,7.945,8.673,10.779,14.091,14.764,1.423,0.069,4.515,7.074
2028,7.462,11.858,1549,5.365,7.944,8.673,10.779,14.091,14.764,1.399,0.081,3.337,7.041
2029,4.515,11.815,1549,5.365,7.944,8.673,10.780,14.090,14.764,1.375,0.080,3.267,7.094
2030,4.082,11.973,1549,5.364,7.943,8.673,10.780,14.090,14.764,1.506,0.076,3.281,7.109
2031,4.641,12.712,1549,5.364,7.943,8.673,10.781,14.089,14.764,1.182,0.069,3.244,8.217
2032,6.913,12.964,1549,5.364,7.942,8.673,10.783,14.089,14.764,1.411,0.069,3.261,8.223
2033,6.312,12.880,1551,5.365,7.942,8.673,10.784,14.089,14.764,1.366,0.080,4.513,6.921
2034,4.319,11.643,1551,5.364,7.941,8.673,10.784,14.088,14.764,1.354,0.080,3.249,6.960
2035,5.165,12.907,1542,5.364,7.940,8.672,10.785,14.088,14.764,1.350,0.074,3.249,8.235
2036,5.970,12.980,1542,5.365,7.940,8.672,10.786,14.087,14.764,1.313,0.069,3.249,8.349
2037,6.327,12.740,1542,5.365,7.939,8.672,10.787,14.087,14.764,1.309,0.071,4.462,6.898
2038,7.015,14.202,1546,5.366,7.939,8.672,10.789,14.094,14.764,1.432,0.076,4.927,7.766
2039,7.736,12.979,1546,5.367,7.938,8.672,10.790,14.094,14.764,1.435,0.074,3.716,7.754
2040,6.072,13.791,1548,5.367,7.938,8.672,10.791,14.094,14.764,1.637,0.069,3.978,8.108
2041,6.346,15.347,1548,5.368,7.937,8.672,10.794,14.096,14.771,3.146,0.068,3.991,8.142
2042,6.159,15.185,1545,5.368,7.937,8.672,10.796,14.097,14.781,1.772,0.068,3.949,9.396
2043,7.133,15.088,1545,5.369,7.937,8.671,10.798,14.099,14.793,1.747,0.068,3.960,9.314
2044,7.791,15.062,1531,5.370,7.937,8.671,10.800,14.101,14.802,1.665,0.081,3.912,9.405
2045,8.181,15.298,1531,5.372,7.946,8.671,10.802,14.104,14.807,1.809,0.099,3.941,9.449
2046,7.865,15.282,1528,5.373,7.945,8.671,10.804,14.108,14.809,1.755,0.068,3.943,9.515
2047,8.884,15.083,1528,5.375,7.952,8.707,10.806,14.110,14.819,1.768,0.070,3.923,9.322
2048,8.716,15.078,1519,5.376,7.955,8.726,10.808,14.114,14.828,1.703,0.069,3.923,9.384
2049,5.165,15.407,1519,5.376,7.955,8.726,10.811,14.119,14.836,1.699,0.069,3.937,9.701
2050,6.872,15.451,1521,5.377,7.955,8.725,10.813,14.122,14.844,1.688,0.067,3.903,9.792
2051,7.741,15.505,1523,5.378,7.955,8.725,10.815,14.124,14.871,1.672,0.069,3.912,9.852
2052,8.069,15.257,1523,5.379,7.955,8.725,10.817,14.129,14.916,1.677,0.069,3.910,9.602
2053,7.819,14.082,1503,5.381,7.955,8.725,10.819,14.128,14.915,1.614,0.075,4.876,7.517
2054,9.277,14.348,1503,5.382,7.961,8.753,10.821,14.137,14.915,1.648,0.090,5.085,7.525
2055,9.169,12.928,1492,5.384,7.974,8.819,10.822,14.137,14.914,1.733,0.076,3.655,7.464
2056,7.643,12.731,1492,5.385,7.974,8.818,10.823,14.137,14.914,1.552,0.077,3.651,7.451
2057,6.962,14.136,1481,5.386,7.974,8.817,10.824,14.137,14.914,1.655,0.066,3.587,8.828
2058,4.926,14.037,1481,5.386,7.973,8.816,10.826,14.137,14.913,1.596,0.085,3.617,8.740
2059,6.010,12.777,1450,5.386,7.973,8.815,10.827,14.137,14.913,1.650,0.073,3.152,7.902
2060,7.186,13.164,1450,5.387,7.973,8.814,10.828,14.137,14.912,1.481,0.084,3.144,8.455
2061,8.331,13.720,1570,5.389,7.978,8.813,10.829,14.136,14.912,1.703,0.075,4.728,7.213
2062,8.893,13.559,1570,5.390,7.987,8.876,10.831,14.136,14.912,1.544,0.079,4.706,7.230
2063,7.388,12.297,1570,5.391,7.986,8.875,10.831,14.136,14.911,1.525,0.065,3.511,7.195
2064,4.536,13.658,1572,5.391,7.986,8.875,10.833,14.136,14.911,1.587,0.065,3.498,8.508
2065,5.432,13.641,1572,5.391,7.985,8.875,10.834,14.136,14.910,1.575,0.066,3.483,8.517
2066,4.338,13.569,1572,5.390,7.985,8.875,10.835,14.136,14.910,1.584,0.069,3.478,8.438
2067,6.295,12.257,1572,5.391,7.984,8.875,10.836,14.136,14.910,1.537,0.066,3.429,7.224
2068,7.161,12.286,1572,5.392,7.984,8.875,10.837,14.136,14.909,1.498,0.075,3.469,7.243
2069,7.790,12.157,1574,5.393,7.983,8.875,10.837,14.136,14.909,1.524,0.067,3.383,7.183
2070,6.925,13.536,1578,5.394,7.983,8.874,10.839,14.136,14.908,1.555,0.065,3.368,8.548
2071,6.026,13.249,1578,5.394,7.982,8.874,10.840,14.136,14.908,1.500,0.066,3.361,8.321
2072,5.972,12.635,1558,5.394,7.982,8.874,10.841,14.136,14.908,1.386,0.066,3.181,8.002
2073,7.024,12.617,1558,5.395,7.981,8.874,10.842,14.135,14.907,1.410,0.074,4.416,6.717
2074,7.541,11.213,1549,5.396,7.981,8.874,10.842,14.135,14.907,1.342,0.093,3.156,6.622
2075,8.029,12.737,1549,5.397,7.988,8.874,10.843,14.135,14.906,1.456,0.079,3.172,8.030
2076,6.081,12.512,1549,5.398,7.988,8.874,10.843,14.135,14.906,1.511,0.066,3.143,7.792
2077,5.731,12.560,1549,5.398,7.988,8.873,10.844,14.135,14.906,1.376,0.082,3.211,7.891
2078,7.116,11.152,1551,5.399,7.987,8.873,10.844,14.135,14.905,1.369,0.076,3.147,6.560
2079,5.981,10.906,1551,5.399,7.987,8.873,10.845,14.135,14.905,1.188,0.066,3.111,6.541
2080,4.063,12.175,1551,5.398,7.987,8.873,10.845,14.135,14.905,1.400,0.068,3.081,7.627
2081,5.982,12.258,1551,5.398,7.987,8.873,10.846,14.135,14.904,1.396,0.066,3.123,7.674
2082,4.171,10.804,1551,5.398,7.987,8.873,10.846,14.134,14.904,1.327,0.075,3.032,6.370
2083,5.396,10.656,1551,5.398,7.986,8.873,10.846,14.134,14.903,1.153,0.067,3.042,6.394
2084,5.171,11.899,1551,5.398,7.986,8.872,10.846,14.133,14.903,1.344,0.068,2.963,7.524
2085,5.110,11.843,1551,5.398,7.985,8.872,10.847,14.133,14.903,1.356,0.067,4.098,6.321
2086,6.104,10.604,1551,5.398,7.985,8.872,10.847,14.132,14.902,1.286,0.068,2.954,6.296
2087,7.751,12.075,1555,5.399,7.984,8.872,10.847,14.132,14.902,2.665,0.070,2.939,6.401
2088,5.535,11.841,1548,5.399,7.984,8.872,10.848,14.131,14.901,1.339,0.068,2.910,7.525
2089,5.117,11.765,1548,5.399,7.983,8.872,10.848,14.130,14.901,1.337,0.076,4.036,6.316
2090,5.924,10.574,1548,5.399,7.983,8.872,10.848,14.130,14.901,1.307,0.078,2.896,6.293
2091,6.665,13.022,1541,5.400,7.982,8.871,10.849,14.129,14.900,1.702,0.065,3.239,8.016
2092,5.748,13.126,1541,5.400,7.982,8.871,10.850,14.129,14.900,1.662,0.074,3.265,8.124
2093,5.140,13.212,1541,5.400,7.981,8.871,10.851,14.128,14.899,1.801,0.068,3.238,8.105
2094,5.844,12.783,1545,5.400,7.981,8.871,10.852,14.128,14.899,1.632,0.072,4.349,6.730
2095,9.589,11.639,1545,5.402,7.988,8.885,10.853,14.127,14.899,1.653,0.070,3.192,6.724
2096,7.766,12.931,1545,5.403,7.988,8.885,10.853,14.127,14.898,2.964,0.065,3.137,6.764
2097,4.304,12.833,1545,5.403,7.988,8.885,10.854,14.126,14.898,1.668,0.067,3.120,7.978
2098,5.033,12.846,1547,5.403,7.987,8.885,10.855,14.125,14.897,1.639,0.067,3.091,8.049
2099,5.782,12.838,1547,5.403,7.987,8.885,10.856,14.125,14.897,1.623,0.076,4.375,6.764
2100,7.109,11.530,1540,5.404,7.987,8.884,10.857,14.124,14.897,1.544,0.067,3.108,6.810
2101,8.181,13.044,1540,5.405,7.990,8.884,10.858,14.124,14.896,1.644,0.068,3.103,8.229
2102,8.655,12.509,1540,5.406,7.992,8.884,10.858,14.124,14.896,1.651,0.083,3.384,7.391
2103,5.074,15.475,1540,5.406,7.992,8.884,10.861,14.134,14.935,1.651,0.080,6.329,7.415
2104,7.395,12.456,1540,5.407,7.992,8.884,10.861,14.133,14.934,1.614,0.066,3.350,7.427
2105,5.747,15.133,1529,5.407,7.992,8.884,10.863,14.136,14.972,1.689,0.080,5.981,7.382
2106,6.281,12.406,1529,5.408,7.992,8.884,10.864,14.136,14.972,1.615,0.072,3.338,7.381
2107,7.504,11.512,1518,5.409,7.992,8.884,10.865,14.136,14.971,1.359,0.065,3.145,6.943
2108,5.613,13.157,1518,5.409,7.992,8.883,10.866,14.136,14.971,1.680,0.071,3.100,8.306
2109,4.124,11.745,1518,5.408,7.992,8.883,10.866,14.136,14.970,1.558,0.072,3.148,6.968
2110,5.335,15.844,1522,5.408,7.991,8.883,10.868,14.139,14.982,1.620,0.067,3.599,10.558
2111,7.840,14.291,1522,5.409,7.991,8.883,10.870,14.143,14.982,1.651,0.072,4.855,7.713
2112,6.101,11.277,1502,5.410,7.991,8.883,10.870,14.143,14.982,1.497,0.073,3.124,6.583
2113,4.878,12.602,1502,5.409,7.991,8.883,10.871,14.143,14.981,2.816,0.068,3.150,6.567
2114,5.331,12.531,1493,5.409,7.991,8.883,10.872,14.143,14.981,1.489,0.067,3.102,7.872
2115,6.263,12.532,1493,5.410,7.991,8.882,10.873,14.143,14.981,1.460,0.066,3.148,7.858
2116,6.452,12.604,1495,5.410,7.991,8.882,10.873,14.143,14.981,1.461,0.073,4.386,6.685
2117,7.390,11.435,1495,5.411,7.991,8.882,10.874,14.142,14.981,1.536,0.066,3.146,6.688
2118,8.066,12.853,1611,5.412,7.994,8.882,10.875,14.142,14.981,1.548,0.067,3.156,8.082
2119,6.479,12.734,1611,5.413,7.993,8.882,10.875,14.142,14.981,1.508,0.067,3.161,7.997
2120,6.299,13.030,1600,5.413,7.993,8.882,10.876,14.142,14.981,1.484,0.067,3.122,8.358
2121,6.498,12.666,1600,5.414,7.993,8.882,10.877,14.142,14.981,1.450,0.077,4.404,6.735
2122,6.690,11.306,1591,5.415,7.992,8.881,10.878,14.142,14.981,1.429,0.064,3.083,6.730
2123,7.356,12.566,1591,5.415,7.992,8.881,10.878,14.141,14.981,1.472,0.065,3.079,7.950
2124,5.682,12.667,1586,5.416,7.992,8.881,10.879,14.141,14.980,1.414,0.069,3.089,8.095
2125,6.040,13.007,1586,5.416,7.992,8.881,10.880,14.141,14.980,1.534,0.068,4.635,6.770
2126,6.639,12.740,1604,5.416,7.992,8.881,10.881,14.140,14.980,1.455,0.075,4.386,6.825
2127,8.466,11.483,1604,5.418,7.999,8.881,10.881,14.140,14.980,1.468,0.072,3.137,6.806
2128,8.658,12.483,1586,5.419,8.003,8.881,10.882,14.140,14.980,1.411,0.071,3.082,7.920
2129,4.104,11.834,1568,5.419,8.003,8.880,10.883,14.140,14.980,1.388,0.065,2.880,7.501
2130,5.004,10.430,1568,5.419,8.002,8.880,10.882,14.139,14.980,1.387,0.077,2.881,6.085
2131,6.104,10.410,1568,5.419,8.002,8.880,10.882,14.139,14.980,1.400,0.066,2.846,6.098
2132,7.922,11.551,1570,5.420,8.002,8.880,10.882,14.139,14.980,1.363,0.066,2.856,7.267
2133,4.861,11.528,1570,5.420,8.002,8.880,10.883,14.138,14.980,1.373,0.069,4.019,6.067
2134,5.101,10.381,1578,5.420,8.002,8.880,10.882,14.138,14.980,1.422,0.065,2.845,6.050
2135,5.724,11.711,1578,5.420,8.002,8.880,10.883,14.138,14.979,1.425,0.064,2.834,7.388
2136,4.790,11.528,1587,5.419,8.002,8.879,10.883,14.138,14.979,1.414,0.065,2.814,7.235
2137,5.437,10.219,1587,5.419,8.002,8.879,10.883,14.137,14.979,1.364,0.080,2.826,5.949
2138,6.342,10.186,1587,5.420,8.001,8.879,10.883,14.137,14.979,1.387,0.067,2.800,5.931
2139,6.548,11.537,1587,5.420,8.001,8.879,10.883,14.137,14.979,1.357,0.067,2.812,7.302
2140,5.390,11.353,1578,5.420,8.001,8.879,10.883,14.137,14.979,1.341,0.105,4.138,5.770
2141,5.972,10.056,1578,5.421,8.001,8.879,10.883,14.136,14.979,1.401,0.077,2.802,5.775
2142,7.012,11.289,1569,5.421,8.001,8.878,10.883,14.136,14.979,1.438,0.066,2.691,7.094
2143,5.581,10.981,1560,5.422,8.000,8.878,10.883,14.136,14.979,1.306,0.066,2.708,6.902
2144,6.468,9.790,1560,5.422,8.000,8.878,10.882,14.136,14.979,1.319,0.070,2.692,5.710
2145,6.290,11.164,1560,5.422,7.999,8.878,10.883,14.136,14.979,1.368,0.076,2.650,7.070
2146,4.313,11.274,1560,5.422,7.999,8.878,10.883,14.136,14.978,1.309,0.068,2.653,7.244
2147,4.089,9.685,1562,5.421,7.999,8.878,10.882,14.136,14.978,1.296,0.067,2.612,5.709
2148,4.583,11.115,1562,5.421,7.998,8.878,10.882,14.136,14.978,2.696,0.066,2.626,5.728
2149,6.344,12.447,1564,5.421,7.998,8.877,10.883,14.136,14.978,1.746,0.067,3.010,7.624
2150,4.670,12.316,1564,5.421,7.997,8.877,10.884,14.136,14.978,1.653,0.070,4.203,6.389
2151,4.895,11.104,1564,5.421,7.997,8.877,10.884,14.136,14.978,1.646,0.067,3.009,6.382
2152,6.292,11.158,1555,5.421,7.996,8.877,10.884,14.136,14.978,1.764,0.067,2.976,6.352
2153,6.003,12.154,1555,5.421,7.996,8.877,10.884,14.135,14.978,1.520,0.068,2.974,7.592
2154,6.445,12.538,1561,5.422,7.996,8.877,10.885,14.135,14.978,1.548,0.067,4.505,6.419
2155,5.696,10.990,1561,5.422,7.995,8.877,10.885,14.135,14.978,1.514,0.072,3.004,6.400
2156,6.639,10.811,1561,5.423,7.995,8.876,10.885,14.135,14.978,1.383,0.067,2.993,6.367
2157,7.437,12.523,1563,5.423,7.994,8.876,10.886,14.135,14.977,1.499,0.069,3.062,7.892
2158,6.445,12.548,1563,5.424,7.994,8.876,10.887,14.135,14.977,1.505,0.073,3.114,7.856
2159,6.072,12.570,1563,5.424,7.993,8.876,10.888,14.135,14.977,1.574,0.079,4.407,6.509
2160,7.130,11.056,1554,5.425,7.993,8.876,10.888,14.135,14.977,1.506,0.065,3.030,6.456
2161,8.575,12.413,1554,5.427,8.001,8.876,10.888,14.135,14.977,1.605,0.067,3.028,7.713
2162,6.301,12.231,1543,5.427,8.001,8.876,10.889,14.134,14.977,1.459,0.066,2.997,7.709
2163,4.069,12.301,1543,5.426,8.000,8.875,10.890,14.134,14.977,1.487,0.073,4.312,6.429
2164,4.619,12.511,1532,5.426,8.000,8.875,10.890,14.133,14.977,1.592,0.074,3.487,7.358
2165,6.513,13.913,1532,5.426,7.999,8.875,10.892,14.133,14.977,3.001,0.066,3.486,7.360
2166,5.774,13.769,1521,5.427,7.999,8.875,10.893,14.132,14.977,1.574,0.074,3.470,8.651
2167,5.911,13.679,1521,5.427,7.999,8.875,10.894,14.132,14.977,1.510,0.082,3.468,8.620
2168,6.614,11.907,1507,5.427,7.998,8.875,10.895,14.131,14.976,1.568,0.066,3.274,7.000
2169,7.931,11.809,1514,5.429,7.998,8.875,10.895,14.130,14.976,1.450,0.065,3.300,6.994
2170,7.049,11.824,1514,5.429,7.997,8.874,10.896,14.130,14.976,1.471,0.072,3.302,6.979
2171,8.300,11.729,1514,5.431,8.002,8.874,10.896,14.129,14.976,1.350,0.062,3.301,7.016
2172,6.245,13.153,1514,5.431,8.002,8.874,10.897,14.129,14.976,1.462,0.070,3.306,8.316
2173,5.939,13.186,1514,5.431,8.002,8.874,10.898,14.128,14.976,1.440,0.065,3.330,8.351
2174,5.939,13.198,1514,5.431,8.002,8.874,10.899,14.128,14.976,1.429,0.085,3.330,8.355
2175,6.793,13.370,1514,5.432,8.002,8.874,10.900,14.127,14.976,1.496,0.094,4.704,7.077
2176,7.205,11.957,1514,5.433,8.002,8.874,10.901,14.127,14.976,1.524,0.063,3.297,7.073
2177,6.587,13.506,1623,5.433,8.002,8.873,10.902,14.126,14.976,1.545,0.063,3.387,8.511
2178,7.078,13.251,1623,5.434,8.001,8.873,10.903,14.125,14.976,1.461,0.065,3.370,8.356
2179,4.258,13.359,1625,5.434,8.001,8.873,10.904,14.125,14.975,1.436,0.064,3.384,8.475
2180,4.836,13.483,1625,5.433,8.001,8.873,10.905,14.124,14.975,1.480,0.071,4.690,7.241
2181,6.562,13.235,1618,5.434,8.001,8.873,10.907,14.124,14.975,1.435,0.074,4.603,7.123
2182,7.330,11.977,1618,5.435,8.001,8.873,10.907,14.124,14.975,1.430,0.064,3.363,7.119
2183,7.267,12.840,1587,5.436,8.000,8.873,10.908,14.124,14.975,1.383,0.077,3.273,8.106
2184,6.430,11.591,1587,5.436,8.000,8.872,10.908,14.124,14.975,1.347,0.073,3.304,6.868
2185,6.303,11.439,1582,5.436,7.999,8.872,10.908,14.124,14.975,1.386,0.064,3.228,6.761
